player_name,age,position,club_involved,fee,transfer_period,year,season
Santiago Ascacíbar,25,Defensive Midfield,Hertha BSC,0.0,Winter,2022,2022/2023
Gonzalo Escalante,29,Central Midfield,Lazio,0.0,Winter,2022,2022/2023
Stefano De Agostini,28,Defensive Midfield,Atalanta,0.0,in,Summer,1993,1993/1994
Alfredo Bassani,22,defence,Chievo Verona,0.0,in,Summer,1993,1993/1994
Alessandro Mannini,35,Goalkeeper,Fiorentina,0.0,in,Summer,1993,1993/1994
Manolo Guindani,22,attack,Vastese,0.0,in,Summer,1993,1993/1994
Alessio Pirri,17,Attacking Midfield,Cremonese Giov.,0.0,in,Summer,1993,1993/1994
Marco Bruzzano,25,attack,Giarre,0.0,out,Summer,1993,1993/1994
Massimo Lombardini,21,midfield,Vicenza,0.0,out,Summer,1993,1993/1994
Giorgio Piantoni,20,defence,Cremapergo,0.0,out,Summer,1993,1993/1994
Mauro Mariani,21,defence,AC Crevalcore,0.0,out,Summer,1993,1993/1994
Giacomo Violini,36,Goalkeeper,Retired,0.0,out,Summer,1993,1993/1994
Mauro Milanese,22,Left-Back,Triestina,400000.0,in,Summer,1994,1994/1995
Enrico Chiesa,23,Centre-Forward,Modena,100000.0,in,Summer,1994,1994/1995
Marco Bruzzano,26,attack,Giarre,0.0,in,Summer,1994,1994/1995
Riccardo Maspero,23,Attacking Midfield,Sampdoria,0.0,in,Summer,1994,1994/1995
Jose Pirri,21,midfield,Centese,0.0,in,Summer,1994,1994/1995
Claudio Sclosa,33,midfield,Lazio,0.0,in,Summer,1994,1994/1995
Luigi Garzya,24,Centre-Back,AS Rom Youth,0.0,in,Summer,1994,1994/1995
Giovanni Dall'Igna,21,Right-Back,Sampdoria,0.0,in,Summer,1994,1994/1995
Vanni Pessotto,20,Central Midfield,Cremonese U19,0.0,in,Summer,1994,1994/1995
Matteo Ghisolfi,19,defence,Cremonese U19,0.0,in,Summer,1994,1994/1995
Manolo Guindani,23,attack,Novara,0.0,out,Summer,1994,1994/1995
Marco Pedretti,21,defence,Novara,0.0,out,Summer,1994,1994/1995
Riccardo Maspero,23,Attacking Midfield,Sampdoria,0.0,out,Summer,1994,1994/1995
Alessandro Mannini,36,Goalkeeper,Viareggio,0.0,out,Summer,1994,1994/1995
Francesco Colonnese,22,Centre-Back,AS Roma,0.0,out,Summer,1994,1994/1995
Marco Bruzzano,26,attack,Carrarese,0.0,out,Summer,1994,1994/1995
Gustavo Dezotti,30,Centre-Forward,León,0.0,out,Summer,1994,1994/1995
Alfredo Bassani,23,defence,Como,0.0,out,Summer,1994,1994/1995
Riccardo Castagna,22,Centre-Back,Vicenza,0.0,out,Summer,1994,1994/1995
Mario Montorfano,33,Centre-Back,Retired,0.0,out,Summer,1994,1994/1995
Enrico Fantini,19,Centre-Forward,Juventus,0.0,in,Summer,1995,1995/1996
Marco Steffani,21,Centre-Back,Pavia,0.0,in,Summer,1995,1995/1996
Fabio Di Sauro,19,Left-Back,Gualdo,0.0,in,Summer,1995,1995/1996
Angelo Orlando,29,defence,Inter,0.0,in,Summer,1995,1995/1996
Giovanni Parmesani,18,midfield,AS Pizzighettone,0.0,in,Summer,1995,1995/1996
Gianluca Petrachi,26,midfield,US Palermo,0.0,in,Summer,1995,1995/1996
Marko Perovic,23,Attacking Midfield,Red Star,0.0,in,Summer,1995,1995/1996
Simone Guarneri,19,midfield,Cremonese U19,0.0,in,Summer,1995,1995/1996
Enrico Chiesa,24,Centre-Forward,Sampdoria,200000.0,out,Summer,1995,1995/1996
Vanni Pessotto,21,Central Midfield,Massese,0.0,out,Summer,1995,1995/1996
Alessandro Pedroni,24,Left-Back,Inter,0.0,out,Summer,1995,1995/1996
Eligio Nicolini,34,Right Winger,Reggina,0.0,out,Summer,1995,1995/1996
Matteo Ghisolfi,20,defence,Retired,0.0,out,Summer,1995,1995/1996
Alessio Pirri,19,Attacking Midfield,Salernitana,0.0,out,Summer,1995,1995/1996
Davide Lucarelli,32,Left-Back,AC Pisa,0.0,out,Summer,1995,1995/1996
Claudio Sclosa,34,midfield,Pistoiese,0.0,out,Summer,1995,1995/1996
Mauro Milanese,23,Left-Back,Torino,0.0,out,Summer,1995,1995/1996
John Aloisi,19,Centre-Forward,Royal Antwerp,0.0,in,Winter,1995,1995/1996
Fabio Di Sauro,19,Left-Back,Reggina,0.0,out,Winter,1995,1995/1996
Jose Pirri,22,midfield,CPR Ospitaletto,0.0,out,Winter,1995,1995/1996
Riccardo Castagna,23,Centre-Back,AC Venezia 1907,0.0,out,Winter,1995,1995/1996
Cyriel Dessers,27,Centre-Forward,KRC Genk,6500000.0,in,Summer,2022,2022/2023
Felix Afena-Gyan,19,Centre-Forward,AS Roma,6000000.0,in,Summer,2022,2022/2023
Charles Pickel,25,Defensive Midfield,Famalicão,3800000.0,in,Summer,2022,2022/2023
Emanuel Aiwu,21,Centre-Back,Rapid Vienna,3500000.0,in,Summer,2022,2022/2023
Giacomo Quagliata,22,Left-Back,Heracles Almelo,2000000.0,in,Summer,2022,2022/2023
Luka Lochoshvili,24,Centre-Back,Wolfsberger AC,1600000.0,in,Summer,2022,2022/2023
Frank Tsadjout,22,Centre-Forward,AC Milan,850000.0,in,Summer,2022,2022/2023
Tommaso Milanese,19,Central Midfield,AS Roma,750000.0,in,Summer,2022,2022/2023
Jack Hendry,27,Centre-Back,Club Brugge,600000.0,in,Summer,2022,2022/2023
Johan Vásquez,23,Centre-Back,Genoa,500000.0,in,Summer,2022,2022/2023
Joshua Tenkorang,22,Central Midfield,Campobasso,200000.0,in,Summer,2022,2022/2023
Leonardo Sernicola,24,Left-Back,Sassuolo,0.0,in,Summer,2022,2022/2023
David Okereke,24,Centre-Forward,Club Brugge,0.0,in,Summer,2022,2022/2023
Gianluca Saro,22,Goalkeeper,Crotone,0.0,in,Summer,2022,2022/2023
Paolo Ghiglione,25,Right Midfield,Genoa,0.0,in,Summer,2022,2022/2023
Vlad Chiriches,32,Centre-Back,Sassuolo,0.0,in,Summer,2022,2022/2023
Maissa Ndiaye,20,Centre-Back,Roma U19,0.0,in,Summer,2022,2022/2023
Luca Valzania,26,Central Midfield,Atalanta BC,0.0,in,Summer,2022,2022/2023
Marco Carnesecchi,22,Goalkeeper,Atalanta BC,0.0,in,Summer,2022,2022/2023
Soualiho Meïté,28,Central Midfield,Benfica,0.0,in,Summer,2022,2022/2023
Gonzalo Escalante,29,Central Midfield,Lazio,0.0,in,Summer,2022,2022/2023
Santiago Ascacíbar,25,Defensive Midfield,Hertha BSC,0.0,in,Summer,2022,2022/2023
Ionut Radu,25,Goalkeeper,Inter,0.0,in,Summer,2022,2022/2023
Francesco Deli,27,Central Midfield,Pordenone,0.0,out,Summer,2022,2022/2023
Riccardo Collodel,23,Defensive Midfield,Siena,0.0,out,Summer,2022,2022/2023
Filippo Nardi,24,Central Midfield,Reggiana,0.0,out,Summer,2022,2022/2023
Fausto Perseu,19,Defensive Midfield,Alessandria,0.0,out,Summer,2022,2022/2023
Daniel Frey,20,Right-Back,Carrarese,0.0,out,Summer,2022,2022/2023
Joshua Tenkorang,22,Central Midfield,Virtus Entella,0.0,out,Summer,2022,2022/2023
Matteo Ghisolfi,20,Attacking Midfield,Giugliano,0.0,out,Summer,2022,2022/2023
Marco Zunno,21,Left Winger,Piacenza,0.0,out,Summer,2022,2022/2023
Francesco Cerretelli,22,Central Midfield,Carrarese,0.0,out,Summer,2022,2022/2023
Luca Munaretti,20,Centre-Back,Virtus Verona,0.0,out,Summer,2022,2022/2023
Emanuele Terranova,35,Centre-Back,Bari,0.0,out,Summer,2022,2022/2023
Luca Ravanelli,25,Centre-Back,Frosinone,0.0,out,Summer,2022,2022/2023
Alessandro Fiordaliso,23,Right-Back,SPAL,0.0,out,Summer,2022,2022/2023
Samuel Di Carmine,33,Centre-Forward,Perugia,0.0,out,Summer,2022,2022/2023
Paolo Bartolomei,33,Central Midfield,Perugia,0.0,out,Summer,2022,2022/2023
Luca Strizzolo,30,Centre-Forward,Perugia,0.0,out,Summer,2022,2022/2023
Dennis Politic,22,attack,Port Vale,0.0,out,Summer,2022,2022/2023
Luca Valzania,26,Central Midfield,SPAL,0.0,out,Summer,2022,2022/2023
Cedric Gondo,25,Centre-Forward,Ascoli,0.0,out,Summer,2022,2022/2023
Stefano Girelli,21,Central Midfield,Lecco,0.0,out,Summer,2022,2022/2023
Alessandro Crescenzi,30,Left-Back,Without Club,0.0,out,Summer,2022,2022/2023
Hamza Rafia,23,Attacking Midfield,Juve Next Gen,0.0,out,Summer,2022,2022/2023
Tiago Casasola,26,Right-Back,Frosinone,0.0,out,Summer,2022,2022/2023
Gianluca Gaetano,22,Attacking Midfield,SSC Napoli,0.0,out,Summer,2022,2022/2023
Andrea Meroni,25,Centre-Back,Sassuolo,0.0,out,Summer,2022,2022/2023
Nicolò Fagioli,21,Central Midfield,Juventus,0.0,out,Summer,2022,2022/2023
Leonardo Sernicola,24,Left-Back,Sassuolo,0.0,out,Summer,2022,2022/2023
Caleb Okoli,20,Centre-Back,Atalanta BC,0.0,out,Summer,2022,2022/2023
Luca Vido,25,Centre-Forward,Atalanta BC,0.0,out,Summer,2022,2022/2023
Marco Carnesecchi,21,Goalkeeper,Atalanta BC,0.0,out,Summer,2022,2022/2023
Luca Valzania,26,Central Midfield,Atalanta BC,0.0,out,Summer,2022,2022/2023
Alex Ferrari,28,Centre-Back,Sampdoria,0.0,in,Winter,2022,2022/2023
Marco Benassi,28,Central Midfield,Fiorentina,0.0,in,Winter,2022,2022/2023
Pablo Galdames,26,Defensive Midfield,Genoa,0.0,in,Winter,2022,2022/2023
Jack Hendry,27,Centre-Back,Club Brugge,0.0,out,Winter,2022,2022/2023
Blue Mamona,20,Left Winger,Imolese,0.0,out,Winter,2022,2022/2023
Jaime Báez,27,Left Winger,Frosinone,0.0,out,Winter,2022,2022/2023
Luca Strizzolo,30,Centre-Forward,Modena,0.0,out,Winter,2022,2022/2023
Maissa Ndiaye,20,Centre-Back,LR Vicenza,0.0,out,Winter,2022,2022/2023
Luca Zanimacchia,24,Right Winger,Parma,0.0,out,Winter,2022,2022/2023
Tommaso Milanese,20,Central Midfield,Venezia,0.0,out,Winter,2022,2022/2023
Ionut Radu,25,Goalkeeper,Inter,0.0,out,Winter,2022,2022/2023
Santiago Ascacíbar,25,Defensive Midfield,Hertha BSC,0.0,out,Winter,2022,2022/2023
Gonzalo Escalante,29,Central Midfield,Lazio,0.0,out,Winter,2022,2022/2023
